CODEALERTA,VPRESSAO_original
238504,ilegal_mining
238506,agriculture
238530,ilegal_mining
238531,ilegal_mining
238535,agriculture
238541,ilegal_mining
238561,agriculture
238565,agriculture
238748,agriculture
238749,agriculture
238751,agriculture
238753,agriculture
238761,agriculture
238763,agriculture
238765,agriculture
238768,agriculture
238769,agriculture
238771,agriculture
238780,agriculture
238791,agriculture
238818,agriculture
238835,agriculture
238837,agriculture
238865,agriculture
238893,agriculture
238911,agriculture
238919,agriculture
238939,agriculture
238946,agriculture
238962,agriculture
238968,agriculture
238970,agriculture
238974,agriculture
238989,agriculture
238994,agriculture
239004,agriculture
239028,agriculture
239089,agriculture
239098,agriculture
239111,agriculture
239118,agriculture
239155,agriculture
239182,agriculture
239184,agriculture
239192,agriculture
239254,agriculture
239276,agriculture
239310,agriculture
239359,agriculture
239421,agriculture
239437,agriculture
239438,agriculture
239439,agriculture
239555,agriculture
239576,agriculture
239593,agriculture
239614,agriculture
239667,agriculture
239780,agriculture
239802,agriculture
239825,agriculture
239852,agriculture
239868,agriculture
239876,agriculture
239886,agriculture
239896,agriculture
239897,agriculture
239898,agriculture
239899,agriculture
239951,agriculture
239954,agriculture
240194,agriculture
240196,agriculture
240222,agriculture
240246,agriculture
240258,agriculture
240302,agriculture
240314,agriculture
240375,agriculture
240385,agriculture
240397,agriculture
240431,agriculture
240439,agriculture
240519,agriculture
240528,agriculture
240563,agriculture
240601,agriculture
240605,agriculture
240613,agriculture
240645,agriculture
240684,agriculture
240725,agriculture
240726,agriculture
240777,agriculture
240794,agriculture
240798,agriculture
240810,agriculture
240823,agriculture
240835,agriculture
240853,agriculture
240878,agriculture
240906,agriculture
240911,agriculture
240927,agriculture
240930,agriculture
240968,agriculture
240970,agriculture
241004,agriculture
241021,agriculture
241037,agriculture
241082,agriculture
241086,agriculture
241106,agriculture
241123,agriculture
241147,agriculture
241171,agriculture
241173,agriculture
241188,agriculture
241193,agriculture
241200,agriculture
241202,agriculture
241204,agriculture
241247,agriculture
241283,agriculture
241318,agriculture
241323,agriculture
241324,agriculture
241347,agriculture
241394,agriculture
241427,agriculture
241447,agriculture
241504,agriculture
241517,agriculture
241548,agriculture
241567,agriculture
241575,agriculture
241617,agriculture
241625,agriculture
241682,agriculture
241683,agriculture
241684,agriculture
241713,agriculture
241721,agriculture
241752,agriculture
241791,agriculture
241804,agriculture
241820,agriculture
241831,agriculture
241845,agriculture
241851,agriculture
241870,agriculture
241898,agriculture
241920,agriculture
241921,agriculture
241970,agriculture
242018,agriculture
242037,agriculture
242059,agriculture
242061,agriculture
242073,agriculture
242086,agriculture
242121,agriculture
242151,agriculture
242162,agriculture
242268,agriculture
242269,agriculture
242308,agriculture
242409,agriculture
242470,agriculture
242473,agriculture
242482,agriculture
242489,agriculture
242499,agriculture
242514,agriculture
242544,agriculture
242691,agriculture
242703,agriculture
242718,agriculture
242719,agriculture
242723,agriculture
242772,agriculture
243036,ilegal_mining
243040,ilegal_mining
243041,ilegal_mining
243046,ilegal_mining
243047,ilegal_mining
243048,ilegal_mining
243058,ilegal_mining
243061,ilegal_mining
243062,ilegal_mining
243067,ilegal_mining
243070,agriculture
243071,agriculture
243094,ilegal_mining
243097,ilegal_mining
243099,ilegal_mining
243107,ilegal_mining
243108,ilegal_mining
243119,ilegal_mining
243145,agriculture
243152,ilegal_mining
243153,ilegal_mining
243154,agriculture
243156,agriculture
243157,ilegal_mining
243158,ilegal_mining
243166,ilegal_mining
243171,ilegal_mining
243172,ilegal_mining
243200,agriculture
243239,ilegal_mining
243242,agriculture
243246,ilegal_mining
243259,agriculture
243293,agriculture
243322,agriculture
243341,agriculture
243382,agriculture
244235,agriculture
244360,agriculture
244421,agriculture
244489,agriculture
244590,agriculture
244594,agriculture
245098,agriculture
245100,agriculture
245140,agriculture
245152,agriculture
245192,agriculture
245224,agriculture
245230,agriculture
245258,agriculture
245302,agriculture
245304,agriculture
245311,agriculture
245353,agriculture
245374,agriculture
245398,agriculture
245451,agriculture
245452,agriculture
245484,ilegal_mining
245491,agriculture
245498,agriculture
245560,agriculture
245572,agriculture
245583,ilegal_mining
245587,ilegal_mining
245591,ilegal_mining
245592,ilegal_mining
245593,ilegal_mining
245598,agriculture
245607,agriculture
245625,agriculture
245643,agriculture
245818,agriculture
245821,agriculture
245880,agriculture
245930,ilegal_mining
246027,agriculture
246035,agriculture
246071,agriculture
246107,agriculture
246152,agriculture
246225,agriculture
246333,agriculture
246488,agriculture
246493,agriculture
246531,agriculture
246659,agriculture
246786,agriculture
246875,agriculture
246969,ilegal_mining
247021,agriculture
247055,agriculture
247070,agriculture
247074,agriculture
247091,agriculture
247133,agriculture
247182,ilegal_mining
247190,ilegal_mining
247194,ilegal_mining
247196,ilegal_mining
247199,ilegal_mining
247203,ilegal_mining
247221,ilegal_mining
247230,ilegal_mining
247232,ilegal_mining
247236,ilegal_mining
247249,ilegal_mining
247261,ilegal_mining
247262,ilegal_mining
247265,ilegal_mining
247269,ilegal_mining
247270,ilegal_mining
247277,ilegal_mining
247280,ilegal_mining
247284,ilegal_mining
247287,ilegal_mining
247290,ilegal_mining
247292,ilegal_mining
247297,ilegal_mining
247299,ilegal_mining
247300,ilegal_mining
247301,ilegal_mining
247302,ilegal_mining
247307,ilegal_mining
247313,ilegal_mining
247316,ilegal_mining
247328,ilegal_mining
247334,ilegal_mining
247335,ilegal_mining
247336,ilegal_mining
247352,ilegal_mining
247383,ilegal_mining
247406,agriculture
247552,agriculture
247553,agriculture
247564,agriculture
247576,agriculture
247600,ilegal_mining
247602,ilegal_mining
247616,agriculture
247650,agriculture
263267,agriculture
263269,agriculture
263288,agriculture
263289,agriculture
263292,agriculture
263296,agriculture
263319,agriculture
263346,agriculture
263370,agriculture
263382,agriculture
263383,agriculture
263395,agriculture
263402,agriculture
263407,agriculture
263431,agriculture
263456,agriculture
263494,agriculture
263506,agriculture
263554,agriculture
263562,agriculture
263580,agriculture
263583,urban_expansion
263584,agriculture
263595,agriculture
263632,agriculture
263664,agriculture
263670,agriculture
263676,agriculture
263677,agriculture
263679,agriculture
263680,agriculture
263688,agriculture
263694,agriculture
263698,agriculture
263744,agriculture
263745,agriculture
263778,agriculture
263788,agriculture
263790,agriculture
263797,ilegal_mining
263799,agriculture
263814,agriculture
263826,agriculture
263839,agriculture
263878,agriculture
263956,agriculture
263957,agriculture
263997,agriculture
264011,agriculture
264020,agriculture
264028,agriculture
264057,agriculture
264066,agriculture
264077,agriculture
264082,agriculture
264102,agriculture
264117,agriculture
264157,agriculture
264229,agriculture
264245,agriculture
264278,agriculture
264467,agriculture
264521,agriculture
264522,agriculture
264523,agriculture
264525,agriculture
264528,agriculture
264531,agriculture
264534,agriculture
264537,agriculture
264541,agriculture
264542,agriculture
264544,agriculture
264550,agriculture
264556,agriculture
264562,agriculture
264566,agriculture
264567,agriculture
264573,agriculture
264574,agriculture
264587,agriculture
264588,agriculture
264591,agriculture
264593,agriculture
264594,agriculture
264612,agriculture
264618,ilegal_mining
264619,ilegal_mining
264621,ilegal_mining
264625,agriculture
264627,agriculture
264629,agriculture
264638,agriculture
264640,agriculture
264642,ilegal_mining
264643,ilegal_mining
264644,agriculture
264647,agriculture
264666,agriculture
264669,agriculture
264719,agriculture
264743,agriculture
264745,agriculture
264762,agriculture
264765,agriculture
264772,agriculture
264777,agriculture
264794,agriculture
264826,agriculture
264828,agriculture
264848,agriculture
264868,agriculture
264915,agriculture
264924,agriculture
264963,agriculture
264995,agriculture
265005,agriculture
265007,agriculture
265010,agriculture
265015,agriculture
265019,agriculture
265022,agriculture
265030,agriculture
265080,agriculture
265111,agriculture
265201,agriculture
265257,agriculture
265260,agriculture
265279,agriculture
265366,ilegal_mining
265370,agriculture
265372,ilegal_mining
265375,agriculture
265412,ilegal_mining
265526,agriculture
265534,agriculture
265551,agriculture
265563,ilegal_mining
265574,agriculture
265592,agriculture
265600,agriculture
265616,agriculture
265675,agriculture
265688,agriculture
265714,agriculture
265809,ilegal_mining
265811,agriculture
265815,agriculture
265819,agriculture
265822,agriculture
265823,agriculture
265837,agriculture
265847,agriculture
265853,agriculture
265858,agriculture
266006,agriculture
266014,agriculture
266044,agriculture
266050,agriculture
266051,agriculture
266055,agriculture
266057,agriculture
266065,agriculture
266097,agriculture
266102,agriculture
266104,agriculture
266115,ilegal_mining
266117,ilegal_mining
266121,ilegal_mining
266212,agriculture
266226,agriculture
266227,agriculture
266251,agriculture
266341,agriculture
266383,agriculture
266386,agriculture
266414,agriculture
266419,agriculture
266422,agriculture
266424,agriculture
266455,agriculture
266457,agriculture
266461,agriculture
266475,agriculture
266480,agriculture
266481,agriculture
266523,agriculture
266525,agriculture
266526,agriculture
266612,agriculture
266652,agriculture
266685,agriculture
266712,agriculture
266729,agriculture
266753,agriculture
266814,agriculture
266852,agriculture
266875,agriculture
266901,agriculture
266957,agriculture
266986,agriculture
267000,agriculture
267125,agriculture
267156,agriculture
267203,agriculture
267223,agriculture
267233,agriculture
267237,agriculture
267284,agriculture
267313,agriculture
267317,agriculture
267337,agriculture
267362,agriculture
267381,agriculture
267400,agriculture
267472,agriculture
267503,agriculture
267523,agriculture
267558,agriculture
267577,ilegal_mining
267579,agriculture
267580,ilegal_mining
267590,agriculture
267604,ilegal_mining
267605,ilegal_mining
267606,ilegal_mining
267609,ilegal_mining
267612,ilegal_mining
267619,agriculture
267663,agriculture
267697,agriculture
267716,agriculture
267760,agriculture
267766,agriculture
267794,agriculture
267798,agriculture
267804,agriculture
267811,agriculture
267813,agriculture
267837,agriculture
267844,agriculture
267847,agriculture
267853,agriculture
267945,agriculture
267946,agriculture
268190,agriculture
268199,agriculture
268201,agriculture
293869,agriculture
293889,agriculture
293903,agriculture
293906,agriculture
293916,agriculture
293931,agriculture
294064,agriculture
294187,agriculture
294283,agriculture
294371,agriculture
294397,agriculture
294407,agriculture
294454,agriculture
294495,agriculture
294508,agriculture
294524,agriculture
294544,agriculture
294549,agriculture
294551,agriculture
294614,agriculture
294624,agriculture
294632,agriculture
294643,agriculture
294720,agriculture
294742,agriculture
294752,agriculture
294774,agriculture
294843,agriculture
294877,agriculture
294951,agriculture
294992,agriculture
295008,agriculture
295034,agriculture
295041,ilegal_mining
295042,agriculture
295044,ilegal_mining
295045,ilegal_mining
295046,ilegal_mining
295049,ilegal_mining
295052,ilegal_mining
295057,ilegal_mining
295061,ilegal_mining
295089,agriculture
295117,agriculture
295222,agriculture
295333,agriculture
295337,ilegal_mining
295338,ilegal_mining
295339,ilegal_mining
295340,ilegal_mining
295341,ilegal_mining
295344,ilegal_mining
295345,ilegal_mining
295346,ilegal_mining
295348,ilegal_mining
295352,ilegal_mining
295353,ilegal_mining
295355,ilegal_mining
295358,ilegal_mining
295364,ilegal_mining
295376,ilegal_mining
295378,ilegal_mining
295380,ilegal_mining
295401,ilegal_mining
295408,agriculture
295429,agriculture
295430,agriculture
295434,agriculture
295461,agriculture
295482,agriculture
295485,agriculture
295489,agriculture
295523,agriculture
295527,agriculture
295529,agriculture
295539,ilegal_mining
295564,agriculture
295582,agriculture
295604,agriculture
295607,agriculture
295617,agriculture
295618,agriculture
295635,ilegal_mining
295636,ilegal_mining
295637,ilegal_mining
295639,ilegal_mining
295640,ilegal_mining
295645,agriculture
295668,agriculture
295675,agriculture
295677,agriculture
295685,agriculture
295700,agriculture
295702,agriculture
295706,ilegal_mining
295707,ilegal_mining
295709,ilegal_mining
295718,ilegal_mining
295719,ilegal_mining
295720,agriculture
295737,agriculture
295738,agriculture
295740,agriculture
295747,agriculture
295757,agriculture
295762,agriculture
295818,ilegal_mining
295829,agriculture
295853,agriculture
295861,agriculture
295864,agriculture
295886,agriculture
295923,agriculture
295930,agriculture
295933,agriculture
295948,agriculture
295979,agriculture
295990,agriculture
296011,agriculture
296032,agriculture
296066,ilegal_mining
296067,ilegal_mining
296163,agriculture
296171,agriculture
296188,agriculture
296202,agriculture
296207,agriculture
296222,agriculture
296223,agriculture
296224,agriculture
296246,ilegal_mining
296248,ilegal_mining
296249,ilegal_mining
296251,ilegal_mining
296252,ilegal_mining
296258,ilegal_mining
296260,ilegal_mining
296269,agriculture
296301,agriculture
296302,agriculture
296413,agriculture
296460,agriculture
296473,agriculture
296485,agriculture
296494,agriculture
